0.028979144,0.955521472,750,10,19.4,3
0.086937431,0.924846626,750,10,19.4,3
0.134357849,0.897239264,750,10,19.4,3
0.184412733,0.86809816,750,10,19.4,3
0.223929748,0.846625767,750,10,19.4,3
0.260812294,0.832822086,750,10,19.4,3
0.292425906,0.812883436,750,10,19.4,3
0.334577387,0.791411043,750,10,19.4,3
0.376728869,0.766871166,750,10,19.4,3
0.418880351,0.746932515,750,10,19.4,3
0.461031833,0.728527607,750,10,19.4,3
0.492645445,0.711656442,750,10,19.4,3
0.529527991,0.693251534,750,10,19.4,3
0.579582876,0.668711656,750,10,19.4,3
0.621734358,0.645705521,750,10,19.4,3
0.66388584,0.621165644,750,10,19.4,3
0.703402854,0.596625767,750,10,19.4,3
0.742919868,0.56595092,750,10,19.4,3
0.766630077,0.538343558,750,10,19.4,3
0.78507135,0.507668712,750,10,19.4,3
0.795609221,0.469325153,750,10,19.4,3
0.806147091,0.42791411,750,10,19.4,3
0.814050494,0.395705521,750,10,19.4,3
0.816684962,0.365030675,750,10,19.4,3
0.824588364,0.331288344,750,10,19.4,3
0.827222832,0.299079755,750,10,19.4,3
0.8298573,0.259202454,750,10,19.4,3
0.034248079,0.992331288,750,10,38.8,3
0.079034029,0.969325153,750,10,38.8,3
0.126454446,0.944785276,750,10,38.8,3
0.16597146,0.918711656,750,10,38.8,3
0.216026345,0.892638037,750,10,38.8,3
0.271350165,0.869631902,750,10,38.8,3
0.33194292,0.840490798,750,10,38.8,3
0.38726674,0.814417178,750,10,38.8,3
0.445225027,0.788343558,750,10,38.8,3
0.49791438,0.768404908,750,10,38.8,3
0.555872667,0.745398773,750,10,38.8,3
0.60856202,0.72392638,750,10,38.8,3
0.655982437,0.705521472,750,10,38.8,3
0.711306257,0.687116564,750,10,38.8,3
0.766630077,0.665644172,750,10,38.8,3
0.821953897,0.645705521,750,10,38.8,3
0.882546652,0.625766871,750,10,38.8,3
0.95104281,0.607361963,750,10,38.8,3
1.014270033,0.585889571,750,10,38.8,3
1.072228321,0.564417178,750,10,38.8,3
1.135455543,0.544478528,750,10,38.8,3
1.193413831,0.524539877,750,10,38.8,3
1.254006586,0.503067485,750,10,38.8,3
1.322502744,0.481595092,750,10,38.8,3
1.388364435,0.452453988,750,10,38.8,3
1.438419319,0.420245399,750,10,38.8,3
1.480570801,0.38190184,750,10,38.8,3
1.501646542,0.34202454,750,10,38.8,3
1.517453348,0.300613497,750,10,38.8,3
1.530625686,0.26993865,750,10,38.8,3
0.033954808,1.011513158,750,10,58.2,3
0.09040822,0.981907895,750,10,58.2,3
0.141207923,0.952302632,750,10,58.2,3
0.203296448,0.916118421,750,10,58.2,3
0.271047982,0.883223684,750,10,58.2,3
0.330342198,0.858552632,750,10,58.2,3
0.389631765,0.832236842,750,10,58.2,3
0.463046308,0.802631579,750,10,58.2,3
0.519518319,0.779605263,750,10,58.2,3
0.570341268,0.758223684,750,10,58.2,3
0.635293844,0.735197368,750,10,58.2,3
0.705895481,0.710526316,750,10,58.2,3
0.773670262,0.685855263,750,10,58.2,3
0.844276548,0.662828947,750,10,58.2,3
0.912060629,0.641447368,750,10,58.2,3
0.979844709,0.620065789,750,10,58.2,3
1.056104705,0.597039474,750,10,58.2,3
1.129542496,0.575657895,750,10,58.2,3
1.202984936,0.555921053,750,10,58.2,3
1.279244932,0.532894737,750,10,58.2,3
1.363999442,0.514802632,750,10,58.2,3
1.437441882,0.495065789,750,10,58.2,3
1.516542682,0.476973684,750,10,58.2,3
1.598470337,0.458881579,750,10,58.2,3
1.686033104,0.434210526,750,10,58.2,3
1.77926353,0.414473684,750,10,58.2,3
1.864008741,0.393092105,750,10,58.2,3
1.948758601,0.373355263,750,10,58.2,3
2.033480565,0.34375,750,10,58.2,3
2.095587688,0.314144737,750,10,58.2,3
2.129416961,0.28125,750,10,58.2,3
2.163227636,0.241776316,750,10,58.2,3
2.182894737,0.199013158,750,10,58.2,3
2.191263716,0.159539474,750,10,58.2,3
2.191128882,0.111842105,750,10,58.2,3
