500
700
1012
500
550
500
500
500
500
550
500
550
500
500
500
700
500
550
500
500
500
500
550
550
550
500
500
500
550
1138
1012
550
550
550
500
500
600
500
500
550
550
650
500
500
550
550
500
500
700
500
550
500
1008
1138
500
650
700
700
600
550
550
550
550
500
1075
650
650
650
550
550
550
550
550
500
1075
500
500
500
550
500
550
550
550
500
600
500
550
550
500
550
500
550
700
1012
650
550
650
1075
700
500
1012
500
600
700
500
500
550
650
500
500
550
500
700
700
500
500
500
650
500
650
500
700
600
700
500
500
500
500
500
550
900
600
550
1012
600
500
500
550
600
500
500
550
550
700
500
1075
500
1048
700
500
650
550
550
700
550
500
550
650
500
500
550
550
500
500
500
500
500
1012
500
1012
500
550
550
550
550
1012
500
650
500
500
550
1012
550
500
500
500
900
700
550
500
500
550
550
550
1075
500
550
500
550
500
500
500
600
550
1075
500
600
500
600
650
1012
550
700
500
1012
500
500
500
900
1075
500
500
500
500
550
1075
500
500
500
550
1012
500
550
550
