0.000000,0.000000
0.000000,0.000000
0.479794,0.009030
0.750031,0.225061
0.550000,0.100000
0.757570,0.158422
0.550000,0.099220
0.457254,0.016710
0.250711,0.000000
0.550119,0.000055
0.550001,0.084000
0.550002,0.080704
0.550004,0.000233
0.593249,0.172880
0.925536,0.268274
0.000000,0.000000
0.619393,0.051993
0.504277,0.003637
0.434163,0.000000
0.000000,0.000000
0.550002,0.095289
0.744642,0.216028
0.416582,0.100000
0.525238,0.000000
0.550000,0.005215
0.550090,0.098861
0.000000,0.000000
0.657668,0.100000
0.464356,0.099999
0.750032,0.225061
0.744642,0.216028
0.744642,0.216028
0.593259,0.172883
0.000000,0.000000
0.550000,0.065348
0.550000,0.112622
0.756463,0.189872
0.000000,0.000000
0.550001,0.100000
0.706737,0.209382
0.003084,0.000001
0.000000,0.000000
0.550000,0.100000
0.390279,0.043737
0.551532,0.100000
0.593250,0.172892
0.249991,0.099998
0.550002,0.100000
0.600063,0.180059
0.000000,0.000000
0.550000,0.100000
0.550004,0.005213
0.550001,0.099999
0.000000,0.000000
0.600062,0.180060
0.600052,0.180056
0.550000,0.135837
0.550004,0.000329
0.550066,0.000294
0.550021,0.000239
0.349644,0.044854
0.550000,0.099997
0.550000,0.043240
0.593259,0.172883
0.998336,0.239656
0.000000,0.000000
0.550004,0.000281
0.550066,0.000348
0.744657,0.216032
0.250730,0.000000
0.000000,0.000000
0.553166,0.100966
0.635502,0.127731
0.550000,0.005215
0.549999,0.054597
0.000000,0.000000
0.600063,0.180059
0.550000,0.074631
0.000000,0.000000
0.541855,0.130074
0.749996,0.180028
0.600052,0.180057
0.550066,0.000295
0.750036,0.180045
0.550332,0.100128
0.550002,0.093836
0.550000,0.005216
0.550003,0.075843
0.600052,0.180056
0.626549,0.099761
0.550023,0.000240
0.368641,0.049798
0.550000,0.100000
0.550000,0.100000
0.550002,0.002851
0.550000,0.110786
0.550004,0.000021
0.626532,0.100000
0.665380,0.138087
0.593250,0.172892
0.600052,0.180057
0.592191,0.114803
0.000000,0.000000
0.640796,0.155148
0.626711,0.100000
0.550028,0.000190
0.000000,0.000000
0.550000,0.005216
0.590066,0.171442
0.624992,0.099999
0.624989,0.099999
0.550000,0.043759
0.297346,0.100000
0.591679,0.172831
0.550000,0.100000
0.624988,0.099998
0.550000,0.040912
0.550000,0.065504
0.550000,0.030647
0.999998,0.100000
0.750031,0.225061
0.750032,0.225061
0.550000,0.074737
0.550000,0.100000
0.000000,0.000000
0.550000,0.005216
0.550000,0.100000
0.550000,0.035730
0.600063,0.180059
0.000000,0.000000
0.550000,0.039868
0.000000,0.000000
0.550001,0.040220
0.550066,0.000374
0.550002,0.096033
0.550000,0.100000
0.287388,0.093340
0.550000,0.100000
0.550000,0.100000
0.550000,0.093301
0.550000,0.100000
0.635869,0.100000
0.505125,0.010251
0.550000,0.099207
0.550000,0.100000
0.740242,0.393839
0.744477,0.222234
0.591675,0.172828
0.550041,0.000133
0.600103,0.180038
0.601011,0.089687
0.626492,0.100000
0.790468,0.105121
0.745203,0.223612
0.637355,0.094680
0.593250,0.172892
0.631761,0.094101
0.593250,0.172892
0.241592,0.043571
0.580178,0.080550
0.624888,0.099955
0.550000,0.063962
0.550000,0.099999
0.600062,0.180060
0.624992,0.099999
0.550000,0.005215
0.505125,0.010251
0.297307,0.100000
0.591679,0.172831
0.257259,0.043306
0.744648,0.216019
0.550002,0.082575
0.358794,0.048122
0.600103,0.180038
0.628125,0.090848
0.504793,0.003550
0.623299,0.098621
